GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARGOSY GAMING CO,1.64,2.31,2.48,1.78,2.09,,,,,,,,,,,,,5
Consumer Discretionary,Retailing,Distributors,ARISTOTLE CORP,0.39,0.12,0.34,0.2,0.52,0.54,0.88,0.84,0,,,,,,,,,9
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARK RESTAURANTS CORP,-1.11,-2.15,1.33,1.04,2.22,1.81,1.64,2.34,1.94,0.88,0.75,0.45,1.75,1.18,1.49,1.59,1.18,17
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ARLINGTON HOSPITALITY INC,0.81,0.15,-0.34,-0.83,-0.69,,,,,,,,,,,,,5
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ARMITEC INC,,-0.02,,,,,,,,,,,,,,,,1
Consumer Discretionary,Media,Media,ARTEC GLOBAL MEDIA INC,,,,,,,,,,,,,,-0.01,-0.15,-0.03,,3
Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,AS SEEN ON TV INC,,,,,,,,,-2.71,-0.39,-0.71,-0.1,,,,,,4
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,AS SEEN ON TV INC-OLD,,,,,,,,,,,-0.8,-0.4,0.09,0.08,,,,4
Consumer Discretionary,Retailing,Specialty Retail,ASBURY AUTOMOTIVE GROUP INC,,1.33,1.21,0.61,1.62,1.83,2.02,1.67,-10.19,0.76,1.16,1.51,2.68,3.29,3.75,6.44,,15
Consumer Discretionary,Retailing,Specialty Retail,ASCENA RETAIL GROUP INC,0.243,0.243,0.26,0.065,0.262,0.44,0.645,0.815,0.615,0.58,0.925,1.09,1.12,0.99,0.86,-1.46,-0.06,17
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ASCENT CAPITAL GROUP INC,,,,,,,-5.91,-9.42,-7.91,-4.19,-1.86,-1.98,-1.73,-1.62,-2.75,-6.66,,10
Consumer Discretionary,Media,Media,ASCENT MEDIA GROUP INC,-0.33,-11.52,-2.61,,,,,,,,,,,,,,,3
Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,ASHFORD.COM INC,-2.99,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Retailing,Distributors,ASHLIN DEVELOPMENT CORP,0.025,-0.487,0.012,0.237,-0.4,,,,,,,,,,,,,5
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ASHWORTH INC,0.49,0.22,0.19,0.56,0.61,-0.05,0.07,-0.97,,,,,,,,,,8
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ASIA FIBER HOLDINGS LTD,0.152,-0.02,,,,,,,,,,,,,,,,2
Consumer Discretionary,Retailing,Distributors,ASIA TIME CORP,,,,,,,0.27,0.24,,,,,,,,,,2
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ASIA TRAVEL CORP,,,,,,,,,,,,,,0,0,0,,3
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ASIAN STAR DEVELOPMENT INC,-1.92,-0.4,,,,,,,,,,,,,,,,2
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ASPEN GROUP INC,,,,,,,,,,,,,,-1.08,-0.48,-0.24,,3
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ASTRO COMMUNICATIONS INC,0.25,0.08,0.09,,,,,,,,,,,,,,,3
Consumer Discretionary,Retailing,Specialty Retail,AT HOME GROUP INC,,,,,,,,,,,,,,,-0.01,0.06,,2
Consumer Discretionary,Consumer Services,Diversified Consumer Services,ATA INC -ADS,,,,,,-0.14,-0.1,0.13,0.15,-0.23,0.13,0.39,0.16,0.19,0.16,0.18,,11
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ATLAS SOUTH SEA PEARL  -ADR,0.5,0.7,0.48,0.21,-0.26,0.35,0.57,,,,,,,,,,,7
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",ATOMIC BURRITO INC,-0.09,,,,,,,,,,,,,,,,,1
Consumer Discretionary,Retailing,Internet & Direct Marketing Retail,AUDIBLE INC,-3.63,-3.09,-1.83,-1.02,-0.4,-0.03,-0.36,0.1,,,,,,,,,,8
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,AURASOUND INC,,,,,,,,,,,-0.48,0.07,,,,,,2
Consumer Discretionary,Retailing,Specialty Retail,AUTOCHINA INTERNATIONAL LTD,,,,,,,,,,1.71,-3.42,1.11,1,0.5,0.43,0,,7
Consumer Discretionary,Automobiles & Components,Auto Components,AUTOLIV INC,1.67,0.49,1.84,2.81,3.46,3.28,4.9,3.7,2.29,0.12,6.77,6.99,5.17,5.09,5.08,5.18,,16
Consumer Discretionary,Retailing,Specialty Retail,AUTONATION INC,0.91,0.74,1.2,1.81,1.49,1.51,1.47,1.45,-6.89,1.33,1.5,1.96,2.56,3.1,3.58,3.94,,16
